АКВА МАРИС STRONG ФЛ., СПРЕЙ НАЗ., 30МЛ;JADRAN;ХОРВАТИЯ;098545;18.16;1.000;18.16;01.04.2027;Товары  мед назначения;24.09.2024;0341348;12.61;12.73;Брититрейд;113109
АКВА МАРИС БЕБИ ФЛ., СПРЕЙ НАЗ., 150МЛ;JADRAN;ХОРВАТИЯ;06744;26.90;1.000;26.90;31.03.2027;Товары  мед назначения;11.09.2024;0341111;18.67;18.86;Комфарм;112845
АКВА МАРИС ДЕКСПАНТЕНОЛ ФЛ., СПРЕЙ НАЗ., 30МЛ;JADRAN;ХОРВАТИЯ;42953;19.34;2.000;38.68;01.12.2026;Товары  мед назначения;11.09.2024;0341111;12.93;13.71;Оздоровление ЧУП;112846
АКВА МАРИС ЭКТОИН ФЛ., СПРЕЙ НАЗ., 20МЛ;JADRAN;ХОРВАТИЯ;07054;23.64;1.000;23.64;01.03.2027;Товары  мед назначения;11.09.2024;0341111;15.92;16.72;Оздоровление ЧУП;112847
АКВАВИТ D3 ФЛ., КАПЛИ, 15000МЕ/МЛ 10МЛ;ФОРТИВА МЕД ООО;БЕЛАРУСЬ;131223;9.79;2.000;19.58;30.11.2025;Лексредства;24.09.2024;000008216;7.12;7.12;Фортива Мед ООО;113060
АКВАДЕТРИМ ФЛ., КАПЛИ ОРАЛ., 15000ЕД/МЛ 10МЛ;MEDANA PHARMA;ПОЛЬША;021223;13.38;1.000;13.38;01.12.2026;Лексредства;24.09.2024;000008216;9.66;9.75;Брититрейд;113061
АКВАСОЛ ФЛ., СПРЕЙ НАЗ., 30МЛ;РУБИКОН ООО;БЕЛАРУСЬ;0010424;7.92;1.000;7.92;28.02.2027;Товары  мед назначения;24.09.2024;0341348;5.50;5.55;ФАРМПРОЕКТ ООО;113110
АКТОВИР МАЗЬ, ТУБА, 4Г;БЕЛМЕДПРЕПАРАТЫ РУП;БЕЛАРУСЬ;020624;5.59;1.000;5.59;30.06.2026;Лексредства;28.08.2024;000007464;4.07;4.07;Белмедпрепараты;112463
АЛБЕНДАЗОЛ ТАБЛ., 400МГ №1;ЛЕКФАРМ СООО;БЕЛАРУСЬ;010324;3.55;2.000;7.10;31.03.2027;Лексредства;04.09.2024;000007667;2.57;2.59;ФАРМПРОЕКТ ООО;112577
АЛБЕНДАЗОЛ ТАБЛ.П/О, 400МГ, №3;БОРИСОВСКИЙ ЗМП;БЕЛАРУСЬ;4070424;9.48;1.000;9.48;30.04.2026;Лексредства;21.08.2024;00007224;6.90;6.90;Борисовский ЗМП;112356
АЛКОДЕТОКС ТАБЛ., №10;КВАДРАТ С;РОССИЯ;0211223;11.31;1.000;11.31;08.12.2026;БАДы;06.03.2024;0287127;7.25;7.25;ПромоСолюшн ООО;109960
АЛЛЕРГОЗАН КРЕМ, ТУБА, 1% 18Г;SOPHARMA;БОЛГАРИЯ;401Н23;11.30;2.000;22.60;31.07.2026;Лексредства;12.06.2024;0075728;8.16;8.24;Фармико;111241
АЛЛЕРГОЗАН ТАБЛ.П/О, 25МГ, №20;SOPHARMA;БОЛГАРИЯ;11222В;5.18;2.000;10.36;01.12.2027;Лексредства;31.01.2024;000002248;3.75;3.78;Брититрейд;109004
АЛЛЕРКАПС КАПС., 10МГ, №20;МИНСКИНТЕРКАПС РУП;БЕЛАРУСЬ;2020524;5.29;1.000;5.29;31.05.2026;Лексредства;21.08.2024;00007224;3.85;3.85;МИНСКИНТЕРКАПС;112357
АЛЛЕРКАПС КАПС., 5МГ, №20;МИНСКИНТЕРКАПС РУП;БЕЛАРУСЬ;1010124;3.27;1.000;3.27;31.01.2026;Лексредства;14.08.2024;000007015;2.38;2.38;МИНСКИНТЕРКАПС;112238
АЛЛОХОЛ ТАБЛ.П/О, №50;БЕЛМЕДПРЕПАРАТЫ РУП;БЕЛАРУСЬ;1050724;5.91;5.000;29.55;31.07.2028;Лексредства;11.09.2024;000007868;4.30;4.30;Белмедпрепараты;112747
АЛМАГЕЛЬ А ФЛ., СУСП.ОРАЛ., 170МЛ;BALKANPHARMA;БОЛГАРИЯ;149596;14.20;1.000;14.20;28.02.2026;Лексредства;31.07.2024;000006691;9.94;10.43;МедВай УП;112035
АЛМАГЕЛЬ А ФЛ., СУСП.ОРАЛ., 170МЛ;BALKANPHARMA;БОЛГАРИЯ;149596;14.20;1.000;14.20;28.02.2026;Лексредства;14.08.2024;0340452;9.94;10.43;МедВай УП;112185
АЛМАГЕЛЬ ФЛ., СУСП.ОРАЛ., 170МЛ;BALKANPHARMA;БОЛГАРИЯ;139545;12.25;2.000;24.50;31.08.2025;Лексредства;04.09.2024;000007629;8.58;9.00;МедВай УП;112639
АЛТЕЯ СИРОП УП., 200МЛ;ЭКЗОН ОАО;БЕЛАРУСЬ;0090424;5.56;1.000;5.56;30.04.2027;Лексредства;04.09.2024;0340944;4.05;4.05;Экзон;112619
АЛЬМОКС ФЛ., СУСП., 150Г;ФАРМТЕХНОЛОГИЯ ООО;БЕЛАРУСЬ;020424;8.16;1.000;8.16;30.04.2026;Лексредства;04.09.2024;000007629;5.90;5.95;ФАРМПРОЕКТ ООО;112640
АМБРОВИКС АНАНАС ФЛ., СИРОП, 30МГ/5МЛ 100МЛ;ФАРМТЕХНОЛОГИЯ ООО;БЕЛАРУСЬ;040422;8.72;1.000;8.72;30.04.2025;Лексредства;06.03.2024;000003233;6.30;6.36;МедВай УП;109904
АМБРОВИКС ВАНИЛЬ-БАНАН ФЛ., СИРОП, 15МГ/5МЛ 100МЛ;ФАРМТЕХНОЛОГИЯ ООО;БЕЛАРУСЬ;020224;7.89;1.000;7.89;31.01.2027;Лексредства;14.08.2024;000007015;5.70;5.75;ФАРМПРОЕКТ ООО;112240
АМБРОВИКС ВАНИЛЬ-БАНАН ФЛ., СИРОП, 15МГ/5МЛ 150МЛ;ФАРМТЕХНОЛОГИЯ ООО;БЕЛАРУСЬ;010224;10.52;1.000;10.52;31.01.2027;Лексредства;14.08.2024;000007015;7.60;7.67;ФАРМПРОЕКТ ООО;112241
АМБРОГЕКСАЛ ФЛ., Р-Р ОРАЛ., 7,5МГ/МЛ 50МЛ;HEXAL;ГЕРМАНИЯ;МЕ6795;9.52;1.000;9.52;31.05.2026;Лексредства;14.08.2024;000007015;6.66;6.99;УНИФАРМ;112242
АМБРОГЕКСАЛ ФЛ., СИРОП, 3МГ/МЛ 100МЛ;HEXAL;ГЕРМАНИЯ;MJ5283;8.96;2.000;17.92;30.09.2025;Лексредства;16.05.2024;000005199;6.52;6.52;Искамед;111077
АМБРОКСОЛ ТАБЛ., 30МГ, №20;БОРИСОВСКИЙ ЗМП;БЕЛАРУСЬ;4130124;1.29;2.000;2.58;31.01.2027;Лексредства;07.08.2024;0340155;0.94;0.94;Борисовский ЗМП;112094
АМБРОКСОЛ ТАБЛ., 30МГ, №20;БОРИСОВСКИЙ ЗМП;БЕЛАРУСЬ;4130124;1.29;4.000;5.16;31.01.2027;Лексредства;04.09.2024;000007629;0.94;0.94;Борисовский ЗМП;112641
АМБРОКСОЛ ТАБЛ., 30МГ, №50;ЛЕКФАРМ;БЕЛАРУСЬ;090324;3.92;2.000;7.84;31.03.2027;Лексредства;28.08.2024;000007464;2.84;2.86;ФАРМПРОЕКТ ООО;112465
АМЛЕССА ТАБЛ., 4МГ/5МГ, №30;KRKA;СЛОВЕНИЯ;DD1256;21.17;0.333;7.05;31.08.2026;Лексредства;13.03.2024;000003388;15.40;15.40;CHELESTINA UAB.Литва;110004
АМЛЕССА ТАБЛ., 8МГ/10МГ, №30;KRKA;СЛОВЕНИЯ;NM6841;31.68;1.000;31.68;01.01.2026;Лексредства;27.12.2023;000001386;25.05;25.30;Брититрейд;108297
АМЛЕССА ТАБЛ., 8МГ/5МГ, №30;KRKA;СЛОВЕНИЯ;NN0129;29.31;1.000;29.31;31.08.2026;Лексредства;14.08.2024;0340452;23.38;23.92;CHELESTINA UAB.Литва;112187
АМЛОДИПИН ТАБЛ., 10МГ, №30;БОРИСОВСКИЙ ЗМП;БЕЛАРУСЬ;4441023;2.66;1.000;2.66;31.10.2026;Лексредства;10.04.2024;000004309;1.94;1.94;Борисовский ЗМП;110571
АМЛОДИПИН ТАБЛ., 10МГ, №60;БОРИСОВСКИЙ ЗМП;БЕЛАРУСЬ;4521223;5.76;1.000;5.76;31.12.2026;Лексредства;30.04.2024;000004842;4.19;4.19;Борисовский ЗМП;110839
АМЛОДИПИН ТАБЛ., 10МГ, №60;БОРИСОВСКИЙ ЗМП;БЕЛАРУСЬ;4050224;5.76;2.000;11.52;28.02.2027;Лексредства;21.08.2024;00007224;4.19;4.19;Борисовский ЗМП;112358
АМЛОДИПИН ТАБЛ., 5МГ, №30;БОРИСОВСКИЙ ЗМП;БЕЛАРУСЬ;4130424;1.93;2.000;3.86;30.04.2027;Лексредства;24.09.2024;000008220;1.41;1.41;Борисовский ЗМП;113030
АМЛОДИПИН ТАБЛ., 5МГ, №60;БОРИСОВСКИЙ ЗМП;БЕЛАРУСЬ;4050224;4.00;2.000;8.00;28.02.2027;Лексредства;21.08.2024;00007224;2.91;2.91;Борисовский ЗМП;112360
АМЛОТЕНЗИН КАПС., 4МГ/5МГ, №30;ЛЕКФАРМ;БЕЛАРУСЬ;020823;14.76;1.000;14.76;31.08.2025;Лексредства;27.12.2023;000001386;10.66;10.76;ФАРМПРОЕКТ ООО;108298
АММИАК АМП, Р-Р, 10% 1МЛ, №10;БОРИСОВСКИЙ ЗМП;БЕЛАРУСЬ;220423;3.89;1.000;3.89;30.04.2028;Лексредства;18.07.2023;0878485;3.03;3.03;Борисовский ЗМП;105983
АММИАК ФЛ., Р-Р, 10% 100МЛ;РУСКЕРН ООО;РОССИЯ;310823;1.09;1.000;1.09;01.08.2025;Парфюмерно-косметическая продукция и  туалетные принадлежности;24.09.2024;0341348;0.70;0.70;Ясса ООО ПКФ;113111
АМОКЛАВ-1000 ТАБЛ.П/О, 875МГ/125МГ, №14;ФАРМЛЭНД ООО;БЕЛАРУСЬ;270524;19.04;1.000;19.04;30.05.2026;Лексредства;04.07.2024;0076459;13.75;13.88;ФАРМПРОЕКТ ООО;111560
АМОКЛАВ-625 ТАБЛ.П/О, 500МГ/125МГ, №18;ФАРМЛЭНД ООО;БЕЛАРУСЬ;020324;22.57;1.000;22.57;30.03.2026;Лексредства;17.04.2024;000004517;16.29;16.45;ФАРМПРОЕКТ ООО;110621
АМОКСИКАР КАПС., 500МГ, №16;PHARMACARE;ПАЛЕСТИНА;078В23;13.65;3.000;40.95;28.02.2026;Лексредства;31.07.2024;0340025;9.93;9.97;CHELESTINA UAB.Литва;111952
АМОКСИКЛАВ ТАБЛ.П/О, 500МГ/125МГ, №15;LEK;СЛОВЕНИЯ;NR8128;22.61;1.000;22.61;31.01.2026;Лексредства;28.08.2024;000007464;16.32;16.48;Искамед;112466
АМОКСИЦИЛЛИН КАПС., 250МГ, №30;БЕЛМЕДПРЕПАРАТЫ РУП;БЕЛАРУСЬ;360823;6.05;2.000;12.10;31.08.2026;Лексредства;11.09.2024;000007869;4.40;4.40;Белмедпрепараты;112775
АМОКСИЦИЛЛИН КАПС., 500МГ, №20;ФАРМЛЭНД ООО;БЕЛАРУСЬ;501123;10.58;1.000;10.58;30.11.2025;Лексредства;24.09.2024;000008244;7.64;7.71;ФАРМПРОЕКТ ООО;112995
АМОКСИЦИЛЛИН ТАБЛ.П/О, 1Г, №12;ФАРМТЕХНОЛОГИЯ ООО;БЕЛАРУСЬ;170424;12.32;2.000;24.64;31.03.2026;Лексредства;11.09.2024;000007858;8.90;8.98;МедВай УП;112718
АМОКСИЦИЛЛИН ТАБЛ.П/О, 500МГ, №20;ФАРМТЕХНОЛОГИЯ ООО;БЕЛАРУСЬ;050424;10.38;1.000;10.38;31.03.2026;Лексредства;17.09.2024;000007996;7.50;7.57;ФАРМПРОЕКТ ООО;112910
АМОКСИЦИЛЛИН ФЛ., ПОР.Д/СУСП., 125МГ/5МЛ 33,3Г;ФАРМТЕХНОЛОГИЯ ООО;БЕЛАРУСЬ;010423;7.61;1.000;7.61;31.03.2026;Лексредства;06.12.2023;000000957;5.50;5.55;ФАРМПРОЕКТ ООО;107713
АМОКСИЦИЛЛИН ФЛ., ПОР.Д/СУСП., 250МГ/5МЛ 33,3Г;ФАРМТЕХНОЛОГИЯ ООО;БЕЛАРУСЬ;070823;10.38;2.000;20.76;31.07.2026;Лексредства;14.02.2024;000002637;7.50;7.57;ФАРМПРОЕКТ ООО;109444
АНАЛЬГИН АМП, Р-Р Д/И, 50% 2МЛ, №10;БОРИСОВСКИЙ ЗМП;БЕЛАРУСЬ;980623;8.42;1.000;8.42;30.06.2026;Лексредства;20.03.2024;000003621;6.13;6.13;Борисовский ЗМП;110166
АНАЛЬГИН ТАБЛ., 500МГ, №20;БЕЛМЕДПРЕПАРАТЫ РУП;БЕЛАРУСЬ;520424;1.65;0.500;0.82;30.04.2029;Лексредства;28.08.2024;0340716;1.20;1.20;Белмедпрепараты;112531
АНАЛЬГИН ТАБЛ., 500МГ, №20;БЕЛМЕДПРЕПАРАТЫ РУП;БЕЛАРУСЬ;600624;1.65;9.000;14.85;30.06.2029;Лексредства;11.09.2024;000007856;1.20;1.20;Белмедпрепараты;112798
АНАПРИЛИН ТАБЛ., 40МГ, №50;БОРИСОВСКИЙ ЗМП;БЕЛАРУСЬ;3030124;1.33;1.600;2.13;31.01.2028;Лексредства;20.03.2024;000003596;0.97;0.97;Борисовский ЗМП;110187
АНАПРИЛИН ТАБЛ., 40МГ, №50;БОРИСОВСКИЙ ЗМП;БЕЛАРУСЬ;3130424;1.33;1.000;1.33;30.04.2028;Лексредства;26.06.2024;000006215;0.97;0.97;Борисовский ЗМП;111447
АНГРИМАКС КАПС., №20;МИНСКИНТЕРКАПС РУП;БЕЛАРУСЬ;1080224;7.01;0.500;3.50;28.02.2026;Лексредства;11.09.2024;000007868;5.10;5.10;МИНСКИНТЕРКАПС;112748
АНГРИМАКС КАПС., №20;МИНСКИНТЕРКАПС РУП;БЕЛАРУСЬ;1080224;7.01;5.000;35.05;28.02.2026;Лексредства;17.09.2024;000007996;5.10;5.10;МИНСКИНТЕРКАПС;112911
