АЛЛОХОЛ ТАБЛ.П/О, №50;БЕЛМЕДПРЕПАРАТЫ РУП;БЕЛАРУСЬ;1050724;5.91;5.000;29.55;31.07.2028;Лексредства;11.09.2024;000007868;4.30;4.30;Белмедпрепараты;112747
АЛМАГЕЛЬ А ФЛ., СУСП.ОРАЛ., 170МЛ;BALKANPHARMA;БОЛГАРИЯ;149596;14.20;1.000;14.20;28.02.2026;Лексредства;31.07.2024;000006691;9.94;10.43;МедВай УП;112035
АЛМАГЕЛЬ А ФЛ., СУСП.ОРАЛ., 170МЛ;BALKANPHARMA;БОЛГАРИЯ;149596;14.20;1.000;14.20;28.02.2026;Лексредства;14.08.2024;0340452;9.94;10.43;МедВай УП;112185
АЛМАГЕЛЬ ФЛ., СУСП.ОРАЛ., 170МЛ;BALKANPHARMA;БОЛГАРИЯ;139545;12.25;2.000;24.50;31.08.2025;Лексредства;04.09.2024;000007629;8.58;9.00;МедВай УП;112639
АЛТЕЯ СИРОП УП., 200МЛ;ЭКЗОН ОАО;БЕЛАРУСЬ;0090424;5.56;1.000;5.56;30.04.2027;Лексредства;04.09.2024;0340944;4.05;4.05;Экзон;112619
АЛЬМОКС ФЛ., СУСП., 150Г;ФАРМТЕХНОЛОГИЯ ООО;БЕЛАРУСЬ;020424;8.16;1.000;8.16;30.04.2026;Лексредства;04.09.2024;000007629;5.90;5.95;ФАРМПРОЕКТ ООО;112640
АМБРОВИКС АНАНАС ФЛ., СИРОП, 30МГ/5МЛ 100МЛ;ФАРМТЕХНОЛОГИЯ ООО;БЕЛАРУСЬ;040422;8.72;1.000;8.72;30.04.2025;Лексредства;06.03.2024;000003233;6.30;6.36;МедВай УП;109904
АМБРОВИКС ВАНИЛЬ-БАНАН ФЛ., СИРОП, 15МГ/5МЛ 100МЛ;ФАРМТЕХНОЛОГИЯ ООО;БЕЛАРУСЬ;020224;7.89;1.000;7.89;31.01.2027;Лексредства;14.08.2024;000007015;5.70;5.75;ФАРМПРОЕКТ ООО;112240
АМБРОВИКС ВАНИЛЬ-БАНАН ФЛ., СИРОП, 15МГ/5МЛ 150МЛ;ФАРМТЕХНОЛОГИЯ ООО;БЕЛАРУСЬ;010224;10.52;1.000;10.52;31.01.2027;Лексредства;14.08.2024;000007015;7.60;7.67;ФАРМПРОЕКТ ООО;112241
АМБРОГЕКСАЛ ФЛ., Р-Р ОРАЛ., 7,5МГ/МЛ 50МЛ;HEXAL;ГЕРМАНИЯ;МЕ6795;9.52;1.000;9.52;31.05.2026;Лексредства;14.08.2024;000007015;6.66;6.99;УНИФАРМ;112242
АМБРОГЕКСАЛ ФЛ., СИРОП, 3МГ/МЛ 100МЛ;HEXAL;ГЕРМАНИЯ;MJ5283;8.96;2.000;17.92;30.09.2025;Лексредства;16.05.2024;000005199;6.52;6.52;Искамед;111077
АМБРОКСОЛ ТАБЛ., 30МГ, №20;БОРИСОВСКИЙ ЗМП;БЕЛАРУСЬ;4130124;1.29;2.000;2.58;31.01.2027;Лексредства;07.08.2024;0340155;0.94;0.94;Борисовский ЗМП;112094
АМБРОКСОЛ ТАБЛ., 30МГ, №20;БОРИСОВСКИЙ ЗМП;БЕЛАРУСЬ;4130124;1.29;4.000;5.16;31.01.2027;Лексредства;04.09.2024;000007629;0.94;0.94;Борисовский ЗМП;112641
АМБРОКСОЛ ТАБЛ., 30МГ, №50;ЛЕКФАРМ;БЕЛАРУСЬ;090324;3.92;2.000;7.84;31.03.2027;Лексредства;28.08.2024;000007464;2.84;2.86;ФАРМПРОЕКТ ООО;112465
АМЛЕССА ТАБЛ., 4МГ/5МГ, №30;KRKA;СЛОВЕНИЯ;DD1256;21.17;0.333;7.05;31.08.2026;Лексредства;13.03.2024;000003388;15.40;15.40;CHELESTINA UAB.Литва;110004
АМЛЕССА ТАБЛ., 8МГ/10МГ, №30;KRKA;СЛОВЕНИЯ;NM6841;31.68;1.000;31.68;01.01.2026;Лексредства;27.12.2023;000001386;25.05;25.30;Брититрейд;108297
АМЛЕССА ТАБЛ., 8МГ/5МГ, №30;KRKA;СЛОВЕНИЯ;NN0129;29.31;1.000;29.31;31.08.2026;Лексредства;14.08.2024;0340452;23.38;23.92;CHELESTINA UAB.Литва;112187
АМЛОДИПИН ТАБЛ., 10МГ, №30;БОРИСОВСКИЙ ЗМП;БЕЛАРУСЬ;4441023;2.66;1.000;2.66;31.10.2026;Лексредства;10.04.2024;000004309;1.94;1.94;Борисовский ЗМП;110571
АМЛОДИПИН ТАБЛ., 10МГ, №60;БОРИСОВСКИЙ ЗМП;БЕЛАРУСЬ;4521223;5.76;1.000;5.76;31.12.2026;Лексредства;30.04.2024;000004842;4.19;4.19;Борисовский ЗМП;110839
АМЛОДИПИН ТАБЛ., 10МГ, №60;БОРИСОВСКИЙ ЗМП;БЕЛАРУСЬ;4050224;5.76;2.000;11.52;28.02.2027;Лексредства;21.08.2024;00007224;4.19;4.19;Борисовский ЗМП;112358
АМЛОДИПИН ТАБЛ., 5МГ, №30;БОРИСОВСКИЙ ЗМП;БЕЛАРУСЬ;4130424;1.93;2.000;3.86;30.04.2027;Лексредства;24.09.2024;000008220;1.41;1.41;Борисовский ЗМП;113030
АМЛОДИПИН ТАБЛ., 5МГ, №60;БОРИСОВСКИЙ ЗМП;БЕЛАРУСЬ;4050224;4.00;2.000;8.00;28.02.2027;Лексредства;21.08.2024;00007224;2.91;2.91;Борисовский ЗМП;112360
АМЛОТЕНЗИН КАПС., 4МГ/5МГ, №30;ЛЕКФАРМ;БЕЛАРУСЬ;020823;14.76;1.000;14.76;31.08.2025;Лексредства;27.12.2023;000001386;10.66;10.76;ФАРМПРОЕКТ ООО;108298
АММИАК АМП, Р-Р, 10% 1МЛ, №10;БОРИСОВСКИЙ ЗМП;БЕЛАРУСЬ;220423;3.89;1.000;3.89;30.04.2028;Лексредства;18.07.2023;0878485;3.03;3.03;Борисовский ЗМП;105983
АММИАК ФЛ., Р-Р, 10% 100МЛ;РУСКЕРН ООО;РОССИЯ;310823;1.09;1.000;1.09;01.08.2025;Парфюмерно-косметическая продукция и  туалетные принадлежности;24.09.2024;0341348;0.70;0.70;Ясса ООО ПКФ;113111
АМОКЛАВ-1000 ТАБЛ.П/О, 875МГ/125МГ, №14;ФАРМЛЭНД ООО;БЕЛАРУСЬ;270524;19.04;1.000;19.04;30.05.2026;Лексредства;04.07.2024;0076459;13.75;13.88;ФАРМПРОЕКТ ООО;111560
АМОКЛАВ-625 ТАБЛ.П/О, 500МГ/125МГ, №18;ФАРМЛЭНД ООО;БЕЛАРУСЬ;020324;22.57;1.000;22.57;30.03.2026;Лексредства;17.04.2024;000004517;16.29;16.45;ФАРМПРОЕКТ ООО;110621
АМОКСИКАР КАПС., 500МГ, №16;PHARMACARE;ПАЛЕСТИНА;078В23;13.65;3.000;40.95;28.02.2026;Лексредства;31.07.2024;0340025;9.93;9.97;CHELESTINA UAB.Литва;111952
АМОКСИКЛАВ ТАБЛ.П/О, 500МГ/125МГ, №15;LEK;СЛОВЕНИЯ;NR8128;22.61;1.000;22.61;31.01.2026;Лексредства;28.08.2024;000007464;16.32;16.48;Искамед;112466
АМОКСИЦИЛЛИН КАПС., 250МГ, №30;БЕЛМЕДПРЕПАРАТЫ РУП;БЕЛАРУСЬ;360823;6.05;2.000;12.10;31.08.2026;Лексредства;11.09.2024;000007869;4.40;4.40;Белмедпрепараты;112775
АМОКСИЦИЛЛИН КАПС., 500МГ, №20;ФАРМЛЭНД ООО;БЕЛАРУСЬ;501123;10.58;1.000;10.58;30.11.2025;Лексредства;24.09.2024;000008244;7.64;7.71;ФАРМПРОЕКТ ООО;112995
АМОКСИЦИЛЛИН ТАБЛ.П/О, 1Г, №12;ФАРМТЕХНОЛОГИЯ ООО;БЕЛАРУСЬ;170424;12.32;2.000;24.64;31.03.2026;Лексредства;11.09.2024;000007858;8.90;8.98;МедВай УП;112718
АМОКСИЦИЛЛИН ТАБЛ.П/О, 500МГ, №20;ФАРМТЕХНОЛОГИЯ ООО;БЕЛАРУСЬ;050424;10.38;1.000;10.38;31.03.2026;Лексредства;17.09.2024;000007996;7.50;7.57;ФАРМПРОЕКТ ООО;112910
АМОКСИЦИЛЛИН ФЛ., ПОР.Д/СУСП., 125МГ/5МЛ 33,3Г;ФАРМТЕХНОЛОГИЯ ООО;БЕЛАРУСЬ;010423;7.61;1.000;7.61;31.03.2026;Лексредства;06.12.2023;000000957;5.50;5.55;ФАРМПРОЕКТ ООО;107713
АМОКСИЦИЛЛИН ФЛ., ПОР.Д/СУСП., 250МГ/5МЛ 33,3Г;ФАРМТЕХНОЛОГИЯ ООО;БЕЛАРУСЬ;070823;10.38;2.000;20.76;31.07.2026;Лексредства;14.02.2024;000002637;7.50;7.57;ФАРМПРОЕКТ ООО;109444
АНАЛЬГИН АМП, Р-Р Д/И, 50% 2МЛ, №10;БОРИСОВСКИЙ ЗМП;БЕЛАРУСЬ;980623;8.42;1.000;8.42;30.06.2026;Лексредства;20.03.2024;000003621;6.13;6.13;Борисовский ЗМП;110166
АНАЛЬГИН ТАБЛ., 500МГ, №20;БЕЛМЕДПРЕПАРАТЫ РУП;БЕЛАРУСЬ;520424;1.65;0.500;0.82;30.04.2029;Лексредства;28.08.2024;0340716;1.20;1.20;Белмедпрепараты;112531
АНАЛЬГИН ТАБЛ., 500МГ, №20;БЕЛМЕДПРЕПАРАТЫ РУП;БЕЛАРУСЬ;600624;1.65;9.000;14.85;30.06.2029;Лексредства;11.09.2024;000007856;1.20;1.20;Белмедпрепараты;112798
АНАПРИЛИН ТАБЛ., 40МГ, №50;БОРИСОВСКИЙ ЗМП;БЕЛАРУСЬ;3030124;1.33;1.600;2.13;31.01.2028;Лексредства;20.03.2024;000003596;0.97;0.97;Борисовский ЗМП;110187
АНАПРИЛИН ТАБЛ., 40МГ, №50;БОРИСОВСКИЙ ЗМП;БЕЛАРУСЬ;3130424;1.33;1.000;1.33;30.04.2028;Лексредства;26.06.2024;000006215;0.97;0.97;Борисовский ЗМП;111447
АНГРИМАКС КАПС., №20;МИНСКИНТЕРКАПС РУП;БЕЛАРУСЬ;1080224;7.01;0.500;3.50;28.02.2026;Лексредства;11.09.2024;000007868;5.10;5.10;МИНСКИНТЕРКАПС;112748
АНГРИМАКС КАПС., №20;МИНСКИНТЕРКАПС РУП;БЕЛАРУСЬ;1080224;7.01;5.000;35.05;28.02.2026;Лексредства;17.09.2024;000007996;5.10;5.10;МИНСКИНТЕРКАПС;112911
АНГРИМАКС НЕО КАПС., №20;МИНСКИНТЕРКАПС РУП;БЕЛАРУСЬ;2041123;7.38;1.000;7.38;30.11.2025;Лексредства;17.09.2024;000007996;5.37;5.37;МИНСКИНТЕРКАПС;112912
АНЕСТЕЗОЛ СУПП., №10;НИЖФАРМ ОАО;РОССИЯ;40124;5.87;1.000;5.87;31.12.2026;Лексредства;17.09.2024;000007989;4.24;4.28;Искамед;112872
АНЗИБЕЛ МЕД-ЛИМОН ПАСТИЛКИ, №20;NOBELFARMA ILAC;ТУРЦИЯ;CCPZ069А;10.22;1.000;10.22;01.09.2026;Лексредства;02.07.2024;0076394;7.38;7.45;Брититрейд;111516
АНЗИБЕЛ МЕНТОЛ ПАСТИЛКИ, №20;NOBELFARMA ILAC;ТУРЦИЯ;CDEМ047А;10.59;1.000;10.59;31.12.2026;Лексредства;24.09.2024;000008216;7.41;7.78;МедВай УП;113063
АНЗИБЕЛ ПАСТИЛКИ, №20;NOBELFARMA ILAC;ТУРЦИЯ;CDFF012A;8.89;0.500;4.45;01.07.2026;Лексредства;21.08.2024;000007227;6.42;6.48;Брититрейд;112302
АНЗИБЕЛ ПАСТИЛКИ, №20;NOBELFARMA ILAC;ТУРЦИЯ;CDFF027A;10.73;1.000;10.73;30.09.2026;Лексредства;24.09.2024;000008244;7.51;7.88;МедВай УП;112996
АНТИГРИППИН ДЕТ. ТАБЛ.ШИП., №10;NATUR PRODUKT;ПОЛЬША;02880823;17.40;1.000;17.40;01.08.2026;Лексредства;10.05.2024;000005054;12.17;12.78;ФАРМПРОЕКТ ООО;110974
АНТИОКСИКАПС СЕЛЕН КАПС., №30 БАД;МИНСКИНТЕРКАПС РУП;БЕЛАРУСЬ;1080124;9.73;1.000;9.73;31.01.2026;БАДы;17.07.2024;0076915;6.24;6.24;МИНСКИНТЕРКАПС;111844
АНТИОКСИКАПС ЦИНК КАПС., №30;МИНСКИНТЕРКАПС РУП;БЕЛАРУСЬ;1050424;6.75;2.000;13.50;31.05.2026;Лексредства;14.08.2024;0340452;4.91;4.91;МИНСКИНТЕРКАПС;112189
АНТИФЛУ ТАБЛ.П/О, №12;BAYER;ШВЕЙЦАРИЯ;2490160423;14.02;1.000;14.02;30.04.2026;Лексредства;10.04.2024;000004309;10.12;10.22;Белтрансфер-Мед;110573
АНУЗОЛ СУПП., №10;НИЖФАРМ ОАО;РОССИЯ;70224;6.84;1.000;6.84;31.01.2027;Лексредства;28.08.2024;0340716;4.79;5.03;УНИФАРМ;112532
АПИДРА Ш-РУЧКА, Р-Р Д/И, 100ЕД/МЛ 3МЛ, №5;SANOFI-AVENTIS;ГЕРМАНИЯ;3F925A;105.45;1.000;105.45;30.04.2025;Лексредства;03.04.2024;000004100;90.44;90.44;Swixx Biopharma AG   Швейцария;110441
АРГЕЗИН КРЕМ, ТУБА, 1% 50Г;ФАРМТЕХНОЛОГИЯ ООО;БЕЛАРУСЬ;020224;11.77;1.000;11.77;31.01.2026;Лексредства;24.09.2024;000008216;8.50;8.58;МедВай УП;113064
АРКОКСИА ТАБЛ.П/О, 60МГ, №28;MERCK;НИДЕРЛАНДЫ;Х019508;51.49;1.000;51.49;28.02.2026;Лексредства;04.09.2024;000007629;43.35;43.35;CHELESTINA UAB.Литва;112642
АРКОКСИА ТАБЛ.П/О, 90МГ, №28;MERCK;НИДЕРЛАНДЫ;Х017078;64.30;3.000;192.90;28.02.2026;Лексредства;27.03.2024;000003816;54.13;54.13;CHELESTINA UAB.Литва;110312
АРПЕТОЛ ТАБЛ.П/О, 100МГ, №30;ЛЕКФАРМ;БЕЛАРУСЬ;3851123;17.29;1.000;17.29;30.11.2026;Лексредства;24.09.2024;000008244;12.48;12.60;ФАРМПРОЕКТ ООО;112997
АРПЕТОЛ ТАБЛ.П/О, 50МГ, №30;ЛЕКФАРМ;БЕЛАРУСЬ;150823;7.12;1.000;7.12;31.08.2026;Лексредства;14.02.2024;000002630;5.14;5.19;ФАРМПРОЕКТ ООО;109389
АРТЕЛАК ВСПЛЕСК УНО Т-КАП., КАПЛИ ГЛ., 0,5МЛ, №30;DR.GERHARD MANN;ГЕРМАНИЯ;HY5293;35.77;1.000;35.77;01.07.2025;Товары  мед назначения;16.05.2024;0288936;24.83;26.32;Оздоровление ЧУП;111154
АРТЕЛАК НОЧНОЙ ГЕЛЬ, ТУБА, 10Г;DR.GERHARD MANN;ГЕРМАНИЯ;0724;18.11;1.000;18.11;28.02.2027;Товары  мед назначения;26.06.2024;0076091;12.57;12.70;Фармико;111375
АРТОКСАН ТАБЛ.П/О, 20МГ, №10;РЕБ-ФАРМА;БЕЛАРУСЬ;010723;16.06;1.000;16.06;31.01.2026;Лексредства;26.06.2024;000006212;11.68;11.68;РЕБ-ФАРМА;111395
АРТОКСАН ФЛ., ПОР.Д/И+Р, 20МГ/2МЛ, №3;EIPICO;ЕГИПЕТ;2400599/230409;38.24;1.000;38.24;31.01.2027;Лексредства;26.06.2024;000006212;30.50;30.50;PHARMA TREND KOLL.STI,Турция;111396
АСКОРБИНОВАЯ КИСЛОТА ПАК., ПОР., 1Г, №20;ЭКЗОН ОАО;БЕЛАРУСЬ;0140624;3.96;1.000;3.96;30.06.2027;Лексредства;24.09.2024;000008244;2.88;2.88;Экзон;112998
АСКОРБИНОВАЯ КИСЛОТА САХ. АПЕЛЬСИН ТАБЛ., 25МГ, №10;АСКОПРОМ ООО;РОССИЯ;060923;0.40;11.000;4.40;06.03.2026;БАДы;05.09.2024;000007646;0.26;0.26;Агнекс Компани ООО;112682
АСКОРБИНОВАЯ КИСЛОТА САХ. ТАБЛ., 25МГ, №10;АСКОПРОМ ООО;РОССИЯ;060923;0.40;18.000;7.20;06.03.2026;БАДы;05.09.2024;000007646;0.26;0.26;Агнекс Компани ООО;112683
АСКОРБИНОВАЯ КИСЛОТА САХ. ЧЕРНИКА ТАБЛ., 25МГ, №10;АСКОПРОМ ООО;РОССИЯ;060923;0.40;15.000;6.00;06.03.2026;БАДы;05.09.2024;000007646;0.26;0.26;Агнекс Компани ООО;112684
АСКОРУТИН ТАБЛ., №50 БАД;АЛТАЙВИТАМИНЫ ЗАО;РОССИЯ;26;4.44;1.000;4.44;08.04.2027;БАДы;24.09.2024;0341382;2.85;2.85;Ясса ООО ПКФ;113100
АСПАРКАМ ТАБЛ., №56;ЮЖФАРМ ООО;РОССИЯ;671023;5.66;1.000;5.66;31.10.2026;Лексредства;14.08.2024;000007015;4.09;4.13;ФАРМПРОЕКТ ООО;112245
АСПАРКАМ ТАБЛ., №56;ЮЖФАРМ ООО;РОССИЯ;671023;5.66;2.000;11.32;31.10.2026;Лексредства;28.08.2024;0340716;4.09;4.13;ФАРМПРОЕКТ ООО;112533
АСПИКАРД ТАБЛ.П/О, 75МГ, №30;БОРИСОВСКИЙ ЗМП;БЕЛАРУСЬ;4750324;1.91;1.000;1.91;31.03.2026;Лексредства;14.08.2024;000007015;1.39;1.39;Борисовский ЗМП;112246
АСПИКАРД ТАБЛ.П/О, 75МГ, №50;БОРИСОВСКИЙ ЗМП;БЕЛАРУСЬ;4780324;2.83;0.600;1.70;31.03.2026;Лексредства;26.06.2024;000006212;2.06;2.06;Борисовский ЗМП;111398
АСПИКАРД ТАБЛ.П/О, 75МГ, №50;БОРИСОВСКИЙ ЗМП;БЕЛАРУСЬ;41040424;2.83;9.000;25.47;30.04.2026;Лексредства;04.09.2024;000007629;2.06;2.06;Борисовский ЗМП;112643
АСПИРИН КАРДИО ТАБЛ.П/О, 100МГ, №28;BAYER;ГЕРМАНИЯ;ВТ18UN1;8.08;1.000;8.08;30.11.2027;Лексредства;31.07.2024;000006691;5.88;5.88;Искамед;112037
АТЕНОЛОЛ ТАБЛ., 50МГ, №30;БОРИСОВСКИЙ ЗМП;БЕЛАРУСЬ;3010124;0.96;1.000;0.96;31.01.2027;Лексредства;10.07.2024;0076711;0.70;0.70;Борисовский ЗМП;111694
АТЕНОЛОЛ ТАБЛ., 50МГ, №30;БОРИСОВСКИЙ ЗМП;БЕЛАРУСЬ;3010124;0.96;1.000;0.96;31.01.2027;Лексредства;14.08.2024;000007015;0.70;0.70;Борисовский ЗМП;112248
АТОРВАСТАТИН ТАБЛ.П/О, 10МГ, №30;БОРИСОВСКИЙ ЗМП;БЕЛАРУСЬ;4010124;5.50;1.000;5.50;31.01.2026;Лексредства;28.08.2024;0340716;4.00;4.00;Борисовский ЗМП;112534
АТОРВАСТАТИН ТАБЛ.П/О, 10МГ, №30;ЛЕКФАРМ;БЕЛАРУСЬ;030523;5.59;0.333;1.86;31.05.2025;Лексредства;10.01.2024;000001665;4.04;4.08;ФАРМПРОЕКТ ООО;108597
АТОРВАСТАТИН ТАБЛ.П/О, 20МГ, №30;БОРИСОВСКИЙ ЗМП;БЕЛАРУСЬ;4030224;7.08;0.666;4.72;28.02.2026;Лексредства;31.07.2024;000006691;5.15;5.15;Борисовский ЗМП;112038
АТОРВАСТАТИН ТАБЛ.П/О, 20МГ, №30;БОРИСОВСКИЙ ЗМП;БЕЛАРУСЬ;4030224;7.08;1.000;7.08;28.02.2026;Лексредства;28.08.2024;0340716;5.15;5.15;Борисовский ЗМП;112535
АТОРВАСТАТИН ТАБЛ.П/О, 20МГ, №60;БОРИСОВСКИЙ ЗМП;БЕЛАРУСЬ;4361023;13.58;1.000;13.58;31.10.2025;Лексредства;12.06.2024;0075728;9.88;9.88;Борисовский ЗМП;111244
АТОРВАСТАТИН ТАБЛ.П/О, 40МГ, №30;ЛЕКФАРМ;БЕЛАРУСЬ;080324;16.42;3.000;49.26;31.03.2026;Лексредства;28.08.2024;0340716;11.86;11.97;ФАРМПРОЕКТ ООО;112537
АТОРВАСТАТИН ТАБЛ.П/О, 40МГ, №30;БОРИСОВСКИЙ ЗМП;БЕЛАРУСЬ;4110823;16.50;1.000;16.50;31.08.2025;Лексредства;28.08.2024;0340716;12.00;12.00;Борисовский ЗМП;112536
АУГМЕКЛАВ 1000 ТАБЛ.П/О, 875МГ/125МГ, №14;ФАРМТЕХНОЛОГИЯ ООО;БЕЛАРУСЬ;010624;18.01;3.500;63.03;31.05.2026;Лексредства;28.08.2024;0340714;13.00;13.13;МедВай УП;112505
АУГМЕКЛАВ 1000 ТАБЛ.П/О, 875МГ/125МГ, №14;ФАРМТЕХНОЛОГИЯ ООО;БЕЛАРУСЬ;010624;18.01;2.000;36.02;31.05.2026;Лексредства;28.08.2024;0340716;13.00;13.13;МедВай УП;112538
АУГМЕКЛАВ ФЛ., ПОР.Д/СУСП., 400МГ/57МГ 5МЛ;ФАРМТЕХНОЛОГИЯ ООО;БЕЛАРУСЬ;040923;17.86;2.000;35.72;30.09.2025;Лексредства;07.02.2024;000002442;12.90;13.02;МедВай УП;109249
АУГМЕНТИН ТАБЛ.П/О, 500МГ/125МГ, №14;SMITHKLINE BEECHAM LIMITED;ВЕЛИКОБРИТАНИЯ;J22J;22.61;2.000;45.22;31.12.2026;Лексредства;11.09.2024;000007858;16.32;16.48;ИНТЕРФАРМАКС;112721
